campaign_id,campaign_name,channel,impressions,clicks,conversions,spend,revenue,campaign_date
718,Summer Sale,Instagram,91235,9850,1371,31574.55,108715.71,24-04-2025
719,Valentine Offer,Facebook,84423,2849,91,46580.34,92844.16,28-08-2025
720,Special Discount,Instagram,88744,2768,267,28342.97,135063.51,29-12-2025
721,Flash Sale,Facebook,12641,1515,113,26922.02,107428.05,21-04-2025
722,Winter Sale,Google Ads,73089,2256,118,36533.42,117649.01,27-09-2025
723,Retargeting,Email,91098,5896,759,31640.93,59479,24-02-2025
724,New Launch,Google Ads,88705,7638,919,23477.31,87521.56,03-04-2025
725,Mega Sale,Email,77085,4830,660,17538.13,31587.41,30-06-2025
726,Special Discount,LinkedIn,46307,5432,494,42397.85,117310.8,15-06-2025
727,Retargeting,LinkedIn,84745,5637,745,27735.69,72812.83,11-05-2025
728,Summer Sale,Instagram,52187,4749,600,48031.4,57673.39,02-11-2025
729,Flash Sale,Google Ads,7136,672,37,49677.19,116592.28,20-04-2025
730,Mega Sale,YouTube,46275,1102,103,46036.49,144684.94,21-03-2025
731,Brand Awareness,YouTube,17358,424,41,18427.13,31804.33,08-05-2025
732,Mega Sale,Google Ads,35539,1759,259,15714.82,52925.18,09-02-2025
733,Mega Sale,Facebook,99841,7315,1030,24644.13,75298.91,01-11-2025
734,New Launch,Facebook,89181,6704,239,36808.68,124776.94,21-06-2025
735,Winter Sale,LinkedIn,50603,4569,563,46582.06,77235.57,01-12-2025
736,Flash Sale,YouTube,83944,1865,217,39093.51,103732.69,22-01-2025
737,Winter Sale,Google Ads,46853,5360,738,8329.42,25897.22,26-01-2025
738,Retargeting,Facebook,93294,8301,1243,22835.2,79044.1,24-04-2025
739,New Launch,Email,61614,3605,510,20321.8,34594.17,20-10-2025
740,Special Discount,LinkedIn,11463,1351,142,13865.34,37636.12,08-03-2025
741,Mega Sale,Google Ads,22677,2422,358,10707.32,28933.44,15-10-2025
742,Brand Awareness,LinkedIn,85739,5748,420,4510.56,18726.64,22-10-2025
743,Brand Awareness,Instagram,16743,564,68,21753.49,54896.45,01-11-2025
744,Valentine Offer,YouTube,90905,2214,222,9293.51,23502.56,16-03-2025
745,New Launch,Facebook,62732,1621,107,10784.58,28261.2,28-01-2025
746,Summer Sale,Instagram,36856,3280,173,43568.87,188065.42,22-12-2025
747,Retargeting,Google Ads,19585,1015,87,24088.32,59284.52,15-04-2025
748,Festival Offer,LinkedIn,76620,5818,438,27891.2,99503.52,24-12-2025
749,Summer Sale,Instagram,92590,2152,256,29567.24,110031.75,29-03-2025
750,Summer Sale,Email,12878,838,50,39670.24,140760.57,02-12-2025
751,Brand Awareness,Facebook,6092,189,17,33358.27,124070.42,10-01-2025
752,New Launch,Instagram,43337,4032,238,49009.85,153521.06,06-09-2025
753,Retargeting,LinkedIn,83263,3107,188,10744.88,52368.47,12-01-2025
754,Festival Offer,Facebook,10210,457,46,15941.45,48808.65,27-06-2025
755,Retargeting,Instagram,94694,7658,592,31636.32,66359.65,01-02-2025
756,Summer Sale,YouTube,87023,5961,574,44629.7,191749.85,24-05-2025
757,New Launch,LinkedIn,34567,1312,126,44961.59,166193.35,15-07-2025
758,Special Discount,Google Ads,73251,7019,837,43762.37,166681.62,21-10-2025
759,Retargeting,Google Ads,25021,2246,226,45577.03,111722.15,16-04-2025
760,Festival Offer,Instagram,90520,4080,419,27526.34,116722.67,19-12-2025
761,Festival Offer,LinkedIn,97423,10530,591,22073.15,102733.03,17-10-2025
762,New Launch,Google Ads,25715,1814,71,28309.67,136019.07,12-06-2025
763,Special Discount,Instagram,24073,601,58,44126.46,122378.23,15-08-2025
764,Festival Offer,Facebook,88472,6254,342,39176.29,62906.6,10-11-2025
765,Winter Sale,Google Ads,85864,6089,802,28785.11,59800,18-12-2025
766,Retargeting,YouTube,8418,535,26,34718.92,104541.74,29-08-2025
767,Festival Offer,Google Ads,98325,8092,430,42754.34,131148.65,09-04-2025
768,Flash Sale,Email,34658,825,76,38462.4,48349.32,24-04-2025
769,Valentine Offer,YouTube,92993,5182,364,4240.68,20028.7,08-09-2025
770,Summer Sale,YouTube,95159,7226,684,44491.76,125676.39,14-07-2025
771,Mega Sale,YouTube,99398,7113,616,30963.74,124516.9,26-09-2025
772,Summer Sale,Google Ads,89068,2411,338,6356.5,18664.09,23-09-2025
773,Summer Sale,Google Ads,75499,4749,182,28327.35,89550.72,30-05-2025
774,Festival Offer,Email,62613,4512,446,38910.17,88967.15,31-05-2025
775,Valentine Offer,Facebook,85364,2600,342,45280.11,134101.57,14-09-2025
776,Festival Offer,Email,19833,764,96,46954.28,180550.18,31-07-2025
777,Winter Sale,Email,47396,4640,164,9765.05,33623.01,16-02-2025
778,Festival Offer,LinkedIn,37778,2082,239,32780.25,127960.49,05-03-2025
779,Special Discount,LinkedIn,16952,572,74,32069.55,48879.28,19-09-2025
780,Festival Offer,Instagram,85225,4323,516,27966.95,38226.43,17-10-2025
781,Summer Sale,Email,91445,4287,294,43572.11,81902.22,07-06-2025
782,Festival Offer,Google Ads,45569,4566,431,31696.19,52194.28,02-01-2025
783,Retargeting,Facebook,86600,5878,188,23473.49,104470.22,08-11-2025
784,Special Discount,Email,69679,3341,211,29854.25,89792.79,10-02-2025
785,Retargeting,Google Ads,83802,1783,115,44226.23,99811.05,26-01-2025
786,Summer Sale,LinkedIn,29227,1191,49,33010.57,44218.98,23-10-2025
787,Special Discount,Google Ads,84073,6570,536,46098.85,63907.72,24-03-2025
788,Mega Sale,YouTube,93092,6520,820,33385.31,128847.86,01-04-2025
789,Flash Sale,Instagram,64682,7431,814,18649.24,24918.97,08-07-2025
790,Flash Sale,Email,54668,1647,243,21938.87,72218.16,10-03-2025
791,Winter Sale,YouTube,20993,1543,130,26825.58,85671.66,30-01-2025
792,New Launch,Email,19326,1556,232,48988.15,157251.82,19-12-2025
793,Retargeting,YouTube,84269,6390,628,30833.39,74082.05,16-11-2025
794,Valentine Offer,Email,51380,2089,219,28569.08,90703.46,03-04-2025
795,Summer Sale,Email,84876,5509,462,48983.63,59074.62,17-11-2025
796,Special Discount,Email,20456,1919,274,11159.21,39483.19,24-01-2025
797,Winter Sale,LinkedIn,48750,3839,401,40496.13,81271.04,25-05-2025
798,Brand Awareness,Facebook,38347,4002,154,16080.85,50259.42,28-02-2025
799,Summer Sale,Google Ads,94893,7357,569,20406.42,68604.38,10-04-2025
800,Summer Sale,LinkedIn,48321,3734,456,24476.31,73504.85,11-03-2025
801,Brand Awareness,Email,68110,2634,314,44710.86,144884.5,31-07-2025
802,Retargeting,YouTube,12342,1313,115,28682.19,108336.96,10-01-2025
803,Brand Awareness,Facebook,32297,3010,440,17254.25,80775.92,18-03-2025
804,Festival Offer,YouTube,41760,1090,118,49197.32,176162.87,07-11-2025
805,Flash Sale,LinkedIn,56061,2656,383,6725.39,28064.43,11-06-2025
806,Winter Sale,Instagram,98040,2478,213,21279.61,65728.61,20-08-2025
807,Summer Sale,Google Ads,44666,2663,347,15813.6,25720.49,17-02-2025
808,Festival Offer,Google Ads,63166,5408,187,40152.24,186259.5,24-06-2025
809,New Launch,YouTube,68369,7367,757,16207.58,39609.45,13-12-2025
810,Retargeting,Facebook,22395,1287,47,23509.05,91966.79,03-01-2025
811,Summer Sale,Facebook,45760,1275,190,43721.88,107840.06,24-09-2025
812,Winter Sale,Instagram,91374,6946,231,29300.43,69915.02,13-04-2025
813,New Launch,Instagram,30237,1777,123,27081.51,112025.13,18-03-2025
814,Retargeting,Facebook,25643,1632,77,1747.58,6233.95,16-04-2025
815,Flash Sale,YouTube,76110,4391,457,14281.55,68329.44,06-05-2025
816,Valentine Offer,Facebook,27449,839,64,31049.88,77227.5,08-03-2025
817,Special Discount,Email,8800,658,25,6190.42,8694.07,02-04-2025
818,Mega Sale,Instagram,97363,11658,1638,41972.55,161912.84,09-06-2025
819,Valentine Offer,YouTube,48559,2594,350,4848.73,22820.93,09-03-2025
820,Valentine Offer,Instagram,17178,2007,265,46064.76,137247.58,17-12-2025
821,Mega Sale,Instagram,89465,9414,1245,12353.02,25328.87,06-07-2025
822,Valentine Offer,Email,56390,2629,247,39650.16,180532.52,16-01-2025
823,Festival Offer,Instagram,13567,1244,65,18220.6,53800.3,28-06-2025
824,New Launch,Instagram,84225,3771,373,6043.68,26028.32,12-10-2025
825,Special Discount,Google Ads,90124,2964,242,27104.53,73808.42,14-11-2025
826,Brand Awareness,Google Ads,36941,2982,170,48720.69,129524.08,22-12-2025
827,Winter Sale,Google Ads,82459,8712,1152,28793.35,71993.83,06-12-2025
828,Mega Sale,YouTube,92766,3131,457,29135.23,88839,26-08-2025
829,Special Discount,Facebook,47647,5499,263,41279.13,77169.73,03-11-2025
830,Brand Awareness,Email,19253,1788,261,30223.87,130430.8,27-11-2025
831,Mega Sale,LinkedIn,91529,2837,131,11662.98,20152.27,01-01-2025
832,Mega Sale,Email,24231,1095,147,27031.54,72496.81,11-04-2025
833,Flash Sale,Email,31956,3430,264,15687.03,66176.01,26-06-2025
834,Festival Offer,Instagram,16703,1527,47,30963.05,97211.92,01-02-2025
835,Brand Awareness,Facebook,53394,5563,220,1041.32,3465.63,25-05-2025
836,Brand Awareness,LinkedIn,9087,421,39,35408.87,95540.91,15-07-2025
837,Valentine Offer,Google Ads,58219,4289,573,27710.82,103013.66,07-04-2025
838,Festival Offer,Google Ads,77800,4706,509,42158.17,75303.59,06-01-2025
839,Special Discount,Google Ads,14403,1615,52,8055.8,36755.21,13-02-2025
840,Special Discount,YouTube,22985,2162,297,44785.54,172087.72,03-04-2025
841,Brand Awareness,Google Ads,64558,5464,597,28050.45,81631.69,06-04-2025
842,Winter Sale,LinkedIn,60675,6165,191,29318.99,129527.04,14-09-2025
843,Summer Sale,YouTube,40291,2487,353,29241.27,38807.7,05-09-2025
844,New Launch,Google Ads,97390,7985,354,29433.17,142886.37,27-09-2025
845,New Launch,Google Ads,41624,4640,668,4833.5,22145.54,30-08-2025
846,Flash Sale,YouTube,87662,3032,440,32050.7,135663.35,28-01-2025
847,Valentine Offer,YouTube,50029,5382,172,23974.57,75474.82,19-06-2025
848,Festival Offer,Facebook,60183,4094,613,48910.27,113449.73,22-12-2025
849,Valentine Offer,YouTube,83333,6647,943,39466.06,86418.2,28-03-2025
850,Mega Sale,Facebook,80085,2023,228,49527.88,211672.45,27-05-2025
851,Flash Sale,Instagram,68538,2045,93,25774.21,114321.3,09-03-2025
852,New Launch,YouTube,85713,6317,470,43035.06,53964.74,31-03-2025
853,Flash Sale,LinkedIn,82564,4127,460,22886.01,97718.56,01-05-2025
854,New Launch,Google Ads,68559,2852,355,43238.71,108218.81,01-11-2025
855,Valentine Offer,LinkedIn,25204,2535,287,38748.02,81533.59,23-11-2025
856,Flash Sale,Facebook,26926,1401,189,36983.69,92876.69,27-01-2025
857,Retargeting,Google Ads,26967,2439,277,24335.37,73244.88,14-07-2025
858,Special Discount,Facebook,94589,8281,733,13868.63,44597.08,28-05-2025
859,Summer Sale,Facebook,63827,4405,455,48126.37,182636.2,30-09-2025
860,Flash Sale,Instagram,88548,7567,1091,22157.51,103886.81,19-05-2025
861,Valentine Offer,LinkedIn,40007,4086,172,13511.85,46208.8,04-05-2025
862,Festival Offer,Instagram,93065,5054,683,17532.92,67029.36,08-10-2025
863,New Launch,LinkedIn,6386,135,6,1586.11,2492.18,17-08-2025
864,Mega Sale,Facebook,51073,2818,229,13342.91,17737.51,30-01-2025
865,New Launch,Facebook,82874,5209,769,32266.06,125537.09,06-11-2025
866,Festival Offer,Facebook,22027,1979,227,38429.03,140728.73,23-12-2025
867,Valentine Offer,Instagram,29151,1620,123,23880.82,113612.81,07-08-2025
868,Summer Sale,Email,95730,7212,479,8936.34,13236.41,18-07-2025
869,Valentine Offer,Facebook,48601,1464,109,47824.68,105488.16,09-09-2025
870,Festival Offer,YouTube,31302,3125,294,9743.67,29911.29,09-08-2025
871,Flash Sale,Facebook,33624,3186,424,6206.24,17861.62,18-01-2025
872,Summer Sale,Email,14557,435,49,36649.71,152224.62,18-03-2025
873,Brand Awareness,Email,90572,1825,63,33565.69,74262.7,22-10-2025
874,New Launch,YouTube,5485,636,81,24428.83,66809.64,26-04-2025
875,Mega Sale,YouTube,5433,501,59,41080.86,124551.09,03-07-2025
876,New Launch,Instagram,48704,3454,308,3704.54,18480.69,01-10-2025
877,Winter Sale,Google Ads,49572,1650,166,38262.2,88073.57,11-10-2025
878,Special Discount,Facebook,10155,1193,133,33375.97,77956.5,19-11-2025
879,Winter Sale,Google Ads,95287,7791,731,5158.26,18593.5,19-01-2025
880,Retargeting,LinkedIn,30309,709,96,12685.77,33963.82,07-06-2025
881,Brand Awareness,Facebook,70494,5783,633,48362.13,61051.84,22-06-2025
882,Retargeting,Email,99504,2691,287,6791.17,28977.88,14-12-2025
883,Festival Offer,Email,75328,2726,377,12416.3,18298.24,01-12-2025
884,Summer Sale,Google Ads,7498,631,23,12891.45,47252.17,20-11-2025
885,Mega Sale,Facebook,11548,859,126,5767.32,20316.3,24-02-2025
886,Winter Sale,Email,19965,1417,194,40159.59,81852.3,22-06-2025
887,Retargeting,Google Ads,93918,8464,585,6919.32,26290.2,14-06-2025
888,New Launch,Instagram,32948,3788,136,30061.18,74398.84,14-03-2025
889,Mega Sale,Facebook,59415,2564,265,28116.98,80608.92,10-03-2025
890,Festival Offer,Facebook,18102,1982,275,31977.54,84078.48,07-09-2025
891,Mega Sale,Instagram,15580,324,9,9791.23,15066.13,02-08-2025
892,Retargeting,Email,95898,9715,550,11101.85,40314.57,30-07-2025
893,Valentine Offer,YouTube,36359,1441,199,34892,120929.86,15-02-2025
894,Winter Sale,Facebook,87207,6678,556,21520.51,71433.02,29-09-2025
895,Retargeting,Google Ads,17541,1617,140,43273.82,214195.55,26-08-2025
896,Festival Offer,LinkedIn,87111,5151,437,3600.38,5862.07,31-08-2025
897,Brand Awareness,Instagram,70210,2848,166,33836.99,46148.22,18-04-2025
898,Valentine Offer,Facebook,61973,3298,269,31224.15,143078.5,23-02-2025
899,Retargeting,Facebook,11875,1337,85,8744.23,11458.86,06-02-2025
900,Winter Sale,LinkedIn,35841,3670,337,30042.63,73264.81,13-12-2025
901,Special Discount,Google Ads,47688,2837,141,16980.48,26704.25,12-07-2025
902,Special Discount,Google Ads,33922,979,89,29669.52,41729.87,21-04-2025
903,Winter Sale,LinkedIn,84879,9151,638,19979.18,34330.97,03-07-2025
904,Summer Sale,Instagram,40349,1634,134,7233.38,27706.74,11-03-2025
905,Brand Awareness,Google Ads,19563,2135,302,23470.37,43433.45,01-06-2025
906,Festival Offer,YouTube,84119,4250,531,39933.7,192499.94,11-10-2025
907,Winter Sale,YouTube,35107,1056,136,42991.71,131512.11,31-08-2025
908,Winter Sale,Google Ads,65655,3599,114,36770.87,146990.81,17-06-2025
909,Festival Offer,YouTube,61917,5984,406,44699.31,154155.95,03-01-2025
910,Retargeting,Facebook,59758,1557,56,49572.4,197655.57,06-08-2025
911,New Launch,Email,74615,4722,631,40676.11,156492.52,11-09-2025
912,Winter Sale,Google Ads,36524,1070,35,34964.83,95983.66,03-07-2025
913,Flash Sale,Google Ads,43769,2833,415,49948.63,62961.98,27-12-2025
914,Festival Offer,LinkedIn,65199,5975,776,2196.26,6431.52,27-07-2025
915,New Launch,Email,29241,2101,223,23750.49,85666.33,20-12-2025
916,Mega Sale,YouTube,48634,5321,192,15532.91,63078.75,22-10-2025
917,Summer Sale,YouTube,32151,3447,144,31402.31,77740.81,12-12-2025
918,Summer Sale,Instagram,52708,1476,72,19764.79,58668.64,07-07-2025
919,Winter Sale,Google Ads,27972,3213,382,35538.81,118375.55,21-06-2025
920,Mega Sale,LinkedIn,36278,2935,146,32802.88,131278.58,18-04-2025
921,Special Discount,Instagram,34548,2002,150,44998.72,140105.8,28-01-2025
922,New Launch,Email,13305,1029,74,23168.12,71948.84,30-12-2025
923,Mega Sale,Instagram,74717,7050,1056,27109.92,62640.3,11-12-2025
924,New Launch,Email,95862,2992,185,44703.26,131424.08,02-04-2025
925,Festival Offer,Email,42797,1485,71,9073.54,14750.79,19-03-2025
926,Retargeting,Google Ads,31772,2767,404,2111.82,5876.86,31-08-2025
927,Winter Sale,Facebook,50442,4449,587,37147.75,47609.77,12-01-2025
928,Mega Sale,Instagram,35451,4128,608,26461.4,65527.26,02-12-2025
929,Retargeting,Email,89679,7139,711,30074.51,115729.17,23-08-2025
930,Flash Sale,Google Ads,44856,1977,288,39678.06,73507.62,05-09-2025
931,Flash Sale,Email,53745,3434,497,42430.17,74833.48,27-03-2025
932,Festival Offer,Google Ads,86085,4355,422,9931.75,18536.28,02-05-2025
933,Brand Awareness,Google Ads,20324,490,34,29151.73,83822.21,16-04-2025
934,Festival Offer,Instagram,78726,7366,255,33612.11,165253.46,18-08-2025
935,Special Discount,Email,75761,2846,358,15776.43,74112.13,16-03-2025
936,Retargeting,Instagram,65036,3923,196,1210.42,4849.28,28-11-2025
937,Mega Sale,LinkedIn,97464,6791,688,44902.9,219328.27,17-03-2025
938,Valentine Offer,Facebook,79086,7549,678,17595.54,28624.41,13-03-2025
939,Winter Sale,Email,93867,10903,566,16096.03,43880.9,02-07-2025
940,Retargeting,Google Ads,17121,1010,37,30799.41,59799.18,23-05-2025
941,New Launch,YouTube,30652,705,31,27382.2,79209.6,21-07-2025
942,Summer Sale,LinkedIn,30486,2617,240,30555.42,96063.56,04-07-2025
943,Flash Sale,Instagram,57108,2353,288,19111.87,50011.15,29-06-2025
944,Special Discount,Email,45381,4557,225,11569.06,52912.93,28-05-2025
945,New Launch,Google Ads,26468,2265,279,7838.82,26897.22,17-04-2025
946,Mega Sale,Email,44745,4782,680,49345.28,71611.84,15-02-2025
947,Mega Sale,Google Ads,5867,536,50,21311.19,70584.63,13-04-2025
948,Flash Sale,YouTube,29380,2150,212,28139.48,38283.34,05-06-2025
949,Festival Offer,Instagram,69762,5976,653,12001.49,50485.88,03-06-2025
950,Special Discount,Google Ads,88958,9521,539,33036.84,151712.07,09-09-2025
951,New Launch,YouTube,95156,5912,206,6848.38,15432.31,05-07-2025
952,Valentine Offer,LinkedIn,81161,5559,745,22367.36,48762.27,03-03-2025
953,Mega Sale,Facebook,53916,5276,747,1859.71,4065.77,16-03-2025
954,Brand Awareness,Email,46901,4714,279,18511.89,25934.71,22-11-2025
955,New Launch,YouTube,51659,1432,116,15291.54,55477.66,10-04-2025
956,Brand Awareness,Instagram,87317,4748,238,30339.36,55676.26,17-12-2025
957,Retargeting,YouTube,44462,3112,443,35200.41,90732.09,30-06-2025
958,Valentine Offer,Email,23837,528,32,26390.37,69075.58,24-06-2025
959,Winter Sale,YouTube,26368,946,55,8573.19,17491.29,11-11-2025
960,New Launch,Email,95394,10519,1404,35914.81,138940.27,24-08-2025
961,Flash Sale,LinkedIn,15013,538,32,46247.08,139766.5,05-07-2025
962,Flash Sale,Facebook,23220,2274,335,38415.89,96030.95,02-03-2025
963,Winter Sale,Google Ads,34144,1209,72,34714.31,82211.39,10-02-2025
964,Valentine Offer,Email,60680,6872,987,39417.46,58944.64,22-01-2025
965,Summer Sale,Email,30736,1055,39,39859.7,125606.72,02-03-2025
966,New Launch,Facebook,38162,940,36,15780.64,19552.77,05-11-2025
967,New Launch,Google Ads,31922,3044,193,10054.31,25496,23-05-2025
968,Mega Sale,Google Ads,80989,4468,494,8867.31,27510.04,16-09-2025
969,Retargeting,Google Ads,79741,2153,114,41159.74,168768.41,09-04-2025
970,Winter Sale,YouTube,41943,2245,69,48705.42,76711.32,29-12-2025
971,Festival Offer,Instagram,67221,4346,319,22543.63,109098.58,14-07-2025
972,Brand Awareness,Facebook,60586,2966,351,12150.16,19790.34,27-08-2025
973,Flash Sale,YouTube,19459,1453,77,25294.98,65077.7,21-01-2025
974,Mega Sale,LinkedIn,15780,986,92,6670.41,15193.35,09-06-2025
975,Special Discount,Google Ads,95052,9174,737,28141.88,64845.63,05-02-2025
976,Valentine Offer,LinkedIn,67347,6909,583,9785.57,48880.38,23-02-2025
977,Festival Offer,Email,56952,4727,676,33268.86,50669.22,25-07-2025
978,New Launch,Instagram,96099,3587,486,46339.23,227796.36,12-04-2025
979,Winter Sale,Email,49385,2627,382,42357.45,115902.62,13-09-2025
980,Mega Sale,Email,41505,3066,420,47218.03,120555.65,06-09-2025
981,Flash Sale,Email,72032,3724,186,38631.98,62218.32,12-09-2025
982,New Launch,Email,35254,3278,166,2456.45,9834.73,14-12-2025
983,Flash Sale,YouTube,8506,353,34,30624.61,74798.54,16-11-2025
984,Valentine Offer,Email,17626,1908,76,33392.95,106049.53,14-04-2025
985,Retargeting,YouTube,43477,4947,650,25734.94,83928.45,10-01-2025
986,Special Discount,Email,9141,622,33,19797.86,47422.31,24-08-2025
987,Flash Sale,LinkedIn,9716,227,11,28276.66,126378.87,26-03-2025
988,New Launch,YouTube,69419,4916,284,16310.52,43687.82,12-12-2025
989,Valentine Offer,YouTube,69297,6792,770,34583.33,116697.95,22-03-2025
990,Special Discount,YouTube,71412,1884,156,13906.16,47920.23,13-12-2025
991,Festival Offer,Instagram,51237,3354,264,4009.77,13808.69,28-06-2025
992,New Launch,Email,81541,1850,250,44675.8,111545.41,26-06-2025
993,Winter Sale,LinkedIn,51840,4410,491,3766.01,8014.33,09-06-2025
994,Brand Awareness,Google Ads,82664,3044,443,4209.51,9928.83,11-01-2025
995,Mega Sale,YouTube,75571,4182,144,23584.56,105677.71,04-08-2025
996,Brand Awareness,Email,39946,881,115,24015.3,30847.62,20-10-2025
997,Winter Sale,Instagram,56157,3764,405,5788.56,17688.47,12-09-2025
998,Flash Sale,Instagram,70898,8064,1024,33701.99,61781.93,12-08-2025
999,Flash Sale,Instagram,31444,2663,117,42178.64,136497.22,25-01-2025
1000,New Launch,LinkedIn,43970,4172,536,12068.41,48550.91,24-10-2025
1001,Retargeting,Email,17416,1560,132,14394.88,48257.79,07-08-2025
1002,Retargeting,Instagram,32490,2071,265,4756.42,20596.29,10-08-2025
1003,Mega Sale,YouTube,91960,10685,961,10803.77,29480.72,21-08-2025
1004,Retargeting,Google Ads,93022,10831,693,44163.93,158363.33,23-10-2025
1005,Valentine Offer,Instagram,70431,3152,432,48143.74,193556.63,23-11-2025
1006,Mega Sale,LinkedIn,74824,8122,872,42785.96,198782.55,17-11-2025
1007,Festival Offer,LinkedIn,12848,1325,90,18849.46,33201.93,17-12-2025
1008,New Launch,LinkedIn,44357,4453,553,16614.01,72350.93,15-04-2025
1009,Mega Sale,Google Ads,59059,3367,247,32656.09,71010.58,27-07-2025
1010,Flash Sale,Email,36258,1190,73,10403.88,22193.86,06-09-2025
1011,Festival Offer,Instagram,78377,5139,586,32699.18,43836.98,11-03-2025
1012,Festival Offer,LinkedIn,8819,440,63,40373.37,149500.52,22-01-2025
1013,Brand Awareness,YouTube,99696,9953,338,3711.04,17095.73,02-06-2025
1014,Special Discount,LinkedIn,13333,1099,125,33911.93,154832.84,13-03-2025
1015,Mega Sale,YouTube,35938,1176,163,46713.84,148710.65,09-05-2025
1016,Brand Awareness,Instagram,70070,2140,185,30391.24,125762.76,27-10-2025
1017,Winter Sale,Instagram,56111,3054,307,11682.41,18760.7,14-08-2025
1018,New Launch,Instagram,58526,3253,398,3740.34,12070.77,07-10-2025
1019,Festival Offer,Instagram,60545,5100,405,48202.45,218928.17,01-09-2025
1020,Mega Sale,Facebook,98804,8001,1081,16100.4,58806.89,06-12-2025
1021,Brand Awareness,LinkedIn,12166,733,53,28083.67,66704.9,04-03-2025
1022,Special Discount,Instagram,75111,8604,742,43024.71,115142.29,04-06-2025
1023,Festival Offer,Email,16829,1885,116,15573.72,69548.86,20-11-2025
1024,Valentine Offer,Email,46573,4259,161,14427.79,21704.58,31-07-2025
1025,Retargeting,Facebook,48610,4432,234,41395.64,159548.41,30-06-2025
1026,Summer Sale,Facebook,60164,6135,744,37151.49,108571.32,25-11-2025
1027,Special Discount,Google Ads,89094,4791,597,39759.95,68273.82,18-11-2025
1028,Retargeting,LinkedIn,45048,3470,398,5029.37,9051.48,29-11-2025
1029,Festival Offer,Instagram,22051,2121,226,23123.01,104500.33,30-03-2025
1030,Brand Awareness,Google Ads,95107,7269,1036,14808.07,22518.87,21-07-2025
1031,Retargeting,LinkedIn,54456,5761,401,2016,2595.17,10-11-2025
1032,Festival Offer,Facebook,87133,5489,255,48732.25,95194.14,25-07-2025
1033,Festival Offer,YouTube,86003,8747,794,8313.31,40240.78,02-03-2025
1034,Valentine Offer,Facebook,6850,675,75,38894.61,183873.59,25-04-2025
1035,Flash Sale,Instagram,98528,5298,353,47356.56,203205.45,11-09-2025
1036,Flash Sale,LinkedIn,55079,2167,285,42960.55,149516.23,13-12-2025
1037,Flash Sale,Instagram,29820,2309,161,21017.68,36877.26,01-05-2025
1038,Valentine Offer,Facebook,85960,9107,781,19112.25,72630.66,06-01-2025
1039,Winter Sale,LinkedIn,66457,2420,237,48745.56,132134.98,16-07-2025
1040,Summer Sale,Instagram,97858,8892,790,4579.73,15189.13,01-05-2025
1041,Mega Sale,LinkedIn,66726,4236,437,47026.78,229274.24,24-01-2025
1042,Special Discount,LinkedIn,5702,373,43,31363.24,73688.81,09-07-2025
1043,Valentine Offer,Instagram,22332,614,92,9789.24,18065.97,28-08-2025
1044,Flash Sale,Facebook,22290,812,64,35802.52,101862.92,10-06-2025
1045,Brand Awareness,Email,10788,476,45,43712.3,191121.34,25-05-2025
1046,Special Discount,Google Ads,39500,3300,488,46409.13,146861.52,11-06-2025
1047,Valentine Offer,Facebook,69392,7643,383,28228.06,132864.98,07-04-2025
1048,Festival Offer,LinkedIn,24480,712,50,9973.92,29791.51,28-08-2025
1049,Retargeting,Email,62203,2194,318,2998.79,7661.24,23-08-2025
1050,Flash Sale,Google Ads,69616,2313,144,7059.06,10981.05,28-03-2025
1051,Winter Sale,YouTube,71681,8171,524,28599.12,106386.53,03-01-2025
1052,Winter Sale,Email,73945,7760,816,9847.87,46261.06,13-12-2025
1053,New Launch,Email,17360,1020,33,14929.78,73589.95,11-07-2025
1054,Valentine Offer,Email,82376,3384,266,8535,12871.12,18-11-2025
1055,Mega Sale,Email,40300,3239,433,1284.46,6274.75,16-06-2025
1056,Flash Sale,Instagram,79600,2651,187,43300.66,183851.15,29-01-2025
1057,Festival Offer,Google Ads,14269,1405,196,19688.16,53466.39,24-07-2025
1058,Flash Sale,LinkedIn,16690,375,24,8984.09,37392.43,01-12-2025
1059,Flash Sale,LinkedIn,25202,997,67,25051.41,71220.21,05-11-2025
1060,Winter Sale,Email,22208,1914,227,5709.46,14823.68,17-08-2025
1061,Special Discount,Instagram,55867,5019,424,28589.8,80270.67,11-11-2025
1062,Valentine Offer,LinkedIn,29426,2366,288,5554.43,17500.33,25-04-2025
1063,New Launch,Instagram,89883,4337,637,26836.66,98207.59,28-08-2025
1064,Festival Offer,LinkedIn,62325,1894,261,24402.96,43064.02,03-06-2025
1065,New Launch,Facebook,37591,2893,304,15478.6,21381.63,20-09-2025
1066,Mega Sale,Instagram,19107,1427,150,21237.95,62985.28,01-07-2025
1067,Valentine Offer,Google Ads,38405,3166,135,38663.69,48786.66,04-04-2025
1068,Brand Awareness,YouTube,56505,1500,66,21396.33,82945.84,21-08-2025
1069,Festival Offer,Google Ads,92852,9228,818,17725.38,83111.21,05-04-2025
1070,Retargeting,Facebook,15252,1542,112,43709.17,70111.98,03-01-2025
1071,Special Discount,LinkedIn,56764,2090,65,9415.03,28368.01,05-11-2025
1072,Special Discount,Instagram,68795,3855,431,40843.49,144734.23,14-02-2025
1073,Winter Sale,Facebook,21395,980,30,10349.3,44509.02,18-04-2025
1074,Retargeting,Google Ads,68060,6674,348,32837.25,93783.06,14-02-2025
1075,Festival Offer,Google Ads,44441,4684,291,24225.47,31078.95,26-12-2025
